"taz","walk_subzone","walk_subzone_label","incQ","incQ_label","autoSuff","autoSuff_label","hasAV","num_persons","num_workers","num_workers_students"
320,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,10,4,4
320,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,224,122,188
320,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1312,688,946
320,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,214,130,200
320,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1424,764,1136
320,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,2,2,2
320,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,314,220,260
320,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,2190,1202,1634
321,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,28,0,2
321,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,192,28,46
321,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,10,4,4
321,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,24,14,22
321,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,428,202,284
321,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,10,6,8
321,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,72,38,68
321,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,414,248,346
321,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,4,4,4
321,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,130,88,116
321,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1510,860,1270
322,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,42,12,16
322,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,12,8,12
322,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,462,168,224
322,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,16,8,8
322,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,82,48,70
322,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,764,348,494
322,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,6,6,6
322,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,204,94,156
322,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,928,442,636
322,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,6,6,6
322,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,396,270,360
322,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,2340,1262,1782
323,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,88,20,32
323,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,66,44,58
323,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,730,242,428
323,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,20,12,14
323,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,166,104,148
323,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1176,616,858
323,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,16,10,10
323,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,208,120,188
323,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1104,618,844
323,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,10,6,8
323,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,470,326,398
323,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1342,906,1132
324,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,124,36,92
324,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,164,102,146
324,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,962,348,652
324,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,40,20,24
324,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,452,250,382
324,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1152,608,880
324,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,12,6,8
324,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,258,132,238
324,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,546,294,438
324,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,12,8,10
324,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,270,166,218
324,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,698,442,594
325,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,150,62,94
325,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,140,76,126
325,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1592,782,1176
325,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,12,8,10
325,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,328,180,274
325,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1718,966,1400
325,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,16,8,10
325,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,230,110,212
325,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1160,660,968
325,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,338,232,282
325,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1058,690,874
326,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,94,36,56
326,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,134,76,116
326,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,912,304,630
326,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,28,24,28
326,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,322,184,282
326,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,890,454,698
326,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,2,2
326,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,176,98,164
326,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,326,166,254
326,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,94,58,78
326,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,302,178,246
327,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,180,74,102
327,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,218,108,182
327,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1858,644,1238
327,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,38,20,28
327,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,342,162,254
327,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1242,454,786
327,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,22,14,16
327,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,508,266,416
327,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1074,418,738
327,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,4,4,4
327,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,354,244,294
327,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,528,324,404
328,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,86,24,50
328,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,14,8,14
328,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,806,252,530
328,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,18,6,18
328,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,28,10,22
328,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,622,198,370
328,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,4,4,4
328,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,80,42,64
328,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,748,232,486
328,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,6,6,6
328,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,332,216,272
328,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1216,762,916
329,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,76,28,44
329,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,200,92,160
329,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1306,468,868
329,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,28,12,20
329,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,230,126,190
329,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1388,596,900
329,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,6,2,4
329,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,570,314,476
329,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1032,380,710
329,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,294,184,246
329,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,344,238,288
330,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,60,12,30
330,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,104,54,94
330,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1116,364,726
330,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,8,2,2
330,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,360,206,300
330,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,2208,834,1474
330,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,388,212,330
330,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1438,634,1028
330,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,4,4,4
330,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,164,116,146
330,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,302,188,244
331,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,62,18,42
331,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,128,64,112
331,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1178,444,750
331,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,16,8,8
331,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,174,94,136
331,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1274,540,850
331,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,2,2
331,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,418,222,348
331,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,902,400,622
331,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,2,2,2
331,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,192,122,154
331,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,480,308,398
332,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,64,24,40
332,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,110,58,88
332,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,826,270,536
332,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,8,2,8
332,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,252,108,186
332,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1062,398,690
332,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,16,14,14
332,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,314,162,248
332,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,734,262,506
332,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,290,178,238
332,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,262,168,232
333,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,88,10,32
333,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,224,92,188
333,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,2082,666,1352
333,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,6,6,6
333,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,468,206,374
333,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,2466,916,1572
333,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,2,2
333,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,706,392,584
333,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1744,726,1214
333,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,404,278,350
333,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1142,806,930
333,2,"Long-walk to transit",3,"highInc",1,"autos_lt_workers",0,68,38,66
333,2,"Long-walk to transit",3,"highInc",2,"autos_ge_workers",0,54,26,52
333,2,"Long-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,332,230,294
333,2,"Long-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,160,70,152
334,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,124,26,84
334,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,178,100,154
334,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,1504,482,1096
334,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,60,22,40
334,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,674,320,506
334,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1614,656,1112
334,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,8,8,8
334,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,940,526,800
334,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,918,458,738
334,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,378,260,334
334,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,408,248,366
335,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,404,144,270
335,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,384,206,350
335,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,2290,830,1600
335,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,62,36,50
335,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,816,416,660
335,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,1952,850,1420
335,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,22,14,20
335,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,580,304,486
335,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,1062,492,784
335,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,14,14,14
335,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,318,220,278
335,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,674,454,562
336,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,178,34,48
336,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,6,2,4
336,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,414,100,132
336,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,66,40,54
336,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,28,16,28
336,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,664,300,458
336,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,8,2,4
336,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,100,56,90
336,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,786,302,524
336,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,32,22,28
336,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,372,202,308
336,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,2826,1346,2234
337,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,22,0,0
337,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,4,4,4
337,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,242,68,80
337,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,158,66,88
337,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,280,70,154
337,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,158,118,142
337,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,630,354,480
338,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,18,2,8
338,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,4,4,4
338,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,152,28,56
338,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,4,0,0
338,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,38,20,32
338,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,354,140,252
338,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,12,8,12
338,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,238,88,162
338,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,74,46,68
338,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1368,670,1078
339,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,10,0,0
339,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,76,18,24
339,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,2,2,2
339,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,76,30,42
339,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,4,2,2
339,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,20,8,12
339,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,202,78,124
339,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,6,0,0
339,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,72,40,58
339,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1150,380,692
339,2,"Long-walk to transit",1,"lowInc",2,"autos_ge_workers",0,44,10,22
339,2,"Long-walk to transit",2,"medInc",0,"0_autos",0,6,2,2
339,2,"Long-walk to transit",2,"medInc",1,"autos_lt_workers",0,6,4,6
339,2,"Long-walk to transit",2,"medInc",2,"autos_ge_workers",0,54,14,24
339,2,"Long-walk to transit",3,"highInc",1,"autos_lt_workers",0,6,4,6
339,2,"Long-walk to transit",3,"highInc",2,"autos_ge_workers",0,36,10,18
339,2,"Long-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,178,122,156
339,2,"Long-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,734,362,550
340,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,170,54,72
340,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,12,12,12
340,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,518,192,276
340,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,36,24,26
340,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,44,20,40
340,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,518,234,356
340,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,44,28,36
340,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,124,62,100
340,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,928,456,658
340,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,84,54,68
340,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,182,120,158
340,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1966,1084,1498
341,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,68,22,30
341,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,8,8,8
341,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,230,106,126
341,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,100,58,72
341,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,206,102,166
341,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,776,392,528
341,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,44,36,36
341,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,178,104,140
341,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,564,330,414
341,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,64,54,54
341,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,584,424,506
341,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1738,1198,1384
342,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,156,4,124
342,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,628,110,418
342,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,6,4,6
342,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,188,84,106
342,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,14,4,8
342,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,48,14,30
342,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,574,194,336
342,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,24,10,16
342,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,402,270,356
342,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,2584,1106,1798
343,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,8,0,2
343,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,118,32,60
343,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,4,0,2
343,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,160,66,94
343,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,0,0
343,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,12,4,10
343,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,298,126,214
343,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,2,0,0
343,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,30,18,30
343,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1608,734,1270
344,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,14,0,4
344,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,92,24,40
344,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,14,0,4
344,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,10,8,10
344,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,480,156,294
344,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,38,20,34
344,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,604,218,390
344,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,208,130,180
344,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,2344,986,1774
345,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,16,2,2
345,1,"Short-walk to transit",1,"lowInc",1,"autos_lt_workers",0,6,4,6
345,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,434,150,220
345,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,4,0,0
345,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,22,12,22
345,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,466,204,328
345,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,64,38,54
345,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,574,232,412
345,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,8,4,4
345,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,264,192,242
345,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,2794,1380,2248
346,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,58,4,10
346,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,412,94,164
346,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,2,2,2
346,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,12,8,12
346,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,568,210,352
346,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,12,6,10
346,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,62,28,44
346,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,690,274,438
346,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,12,4,6
346,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,158,90,140
346,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,1768,818,1270
347,0,"Cannot walk to transit",1,"lowInc",1,"autos_lt_workers",0,4,4,4
347,0,"Cannot walk to transit",1,"lowInc",2,"autos_ge_workers",0,226,44,72
347,0,"Cannot walk to transit",2,"medInc",0,"0_autos",0,4,0,0
347,0,"Cannot walk to transit",2,"medInc",1,"autos_lt_workers",0,14,6,12
347,0,"Cannot walk to transit",2,"medInc",2,"autos_ge_workers",0,600,158,276
347,0,"Cannot walk to transit",3,"highInc",0,"0_autos",0,4,0,0
347,0,"Cannot walk to transit",3,"highInc",1,"autos_lt_workers",0,66,52,58
347,0,"Cannot walk to transit",3,"highInc",2,"autos_ge_workers",0,888,326,472
347,0,"Cannot walk to transit",4,"veryHighInc",0,"0_autos",0,12,2,6
347,0,"Cannot walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,276,188,248
347,0,"Cannot walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,5038,2444,3732
347,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,24,0,2
347,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,280,18,38
347,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,4,0,0
347,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,180,54,58
347,1,"Short-walk to transit",3,"highInc",0,"0_autos",0,2,0,0
347,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,100,48,48
347,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,6,0,0
347,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,206,138,138
349,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,4,0,0
349,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,34,10,12
349,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,2,0,0
349,1,"Short-walk to transit",2,"medInc",1,"autos_lt_workers",0,8,6,8
349,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,48,20,26
349,1,"Short-walk to transit",3,"highInc",1,"autos_lt_workers",0,10,4,8
349,1,"Short-walk to transit",3,"highInc",2,"autos_ge_workers",0,74,30,50
349,1,"Short-walk to transit",4,"veryHighInc",0,"0_autos",0,2,2,2
349,1,"Short-walk to transit",4,"veryHighInc",1,"autos_lt_workers",0,10,4,8
349,1,"Short-walk to transit",4,"veryHighInc",2,"autos_ge_workers",0,546,252,418
350,1,"Short-walk to transit",1,"lowInc",0,"0_autos",0,48,2,46
350,1,"Short-walk to transit",1,"lowInc",2,"autos_ge_workers",0,88,2,66
350,1,"Short-walk to transit",2,"medInc",0,"0_autos",0,2,2,2
350,1,"Short-walk to transit",2,"medInc",2,"autos_ge_workers",0,8,4,4
