"lowInc_0_autos_noAV","lowInc_autos_lt_workers_noAV","lowInc_autos_lt_workers_AV","lowInc_autos_ge_workers_noAV","lowInc_autos_ge_workers_AV","medInc_0_autos_noAV","medInc_autos_lt_workers_noAV","medInc_autos_lt_workers_AV","medInc_autos_ge_workers_noAV","medInc_autos_ge_workers_AV","highInc_0_autos_noAV","highInc_autos_lt_workers_noAV","highInc_autos_lt_workers_AV","highInc_autos_ge_workers_noAV","highInc_autos_ge_workers_AV","veryHighInc_0_autos_noAV","veryHighInc_autos_lt_workers_noAV","veryHighInc_autos_lt_workers_AV","veryHighInc_autos_ge_workers_noAV","veryHighInc_autos_ge_workers_AV","destChoiceAlt","taz","subzone"
11.101316,11.860618,11.86,11.531365,11.531369,11.385415,11.942039,11.94428,11.578418,11.57821,11.527529,11.988523,11.990566,11.596155,11.596547,11.68493,12.034474,12.034105,11.61215,11.612583,10,4,1
11.097035,11.86007,11.860294,11.531299,11.531443,11.388235,11.946036,11.944436,11.577918,11.57904,11.534917,11.989913,11.988906,11.59622,11.595843,11.664244,12.035136,12.034636,11.611916,11.611871,11,4,2
11.084419,11.848874,11.848445,11.522188,11.522233,11.36775,11.93611,11.93437,11.569483,11.569681,11.542434,11.980437,11.978519,11.587689,11.588458,11.659461,12.024729,12.026576,11.603524,11.603323,12,5,0
11.085299,11.848387,11.848645,11.522149,11.522311,11.384004,11.933599,11.931656,11.569436,11.570113,11.540589,11.981042,11.98359,11.588001,11.588151,11.679475,12.025673,12.023875,11.602962,11.604181,13,5,1
11.080513,11.84867,11.848438,11.522108,11.522232,11.357754,11.934968,11.933823,11.569797,11.569509,11.539407,11.979841,11.98255,11.588305,11.587456,11.668767,12.027244,12.024047,11.603375,11.603316,14,5,2
10.963113,11.749681,11.75017,11.43568,11.435572,11.292171,11.844085,11.849221,11.488208,11.488754,11.463629,11.897069,11.899572,11.508711,11.509777,11.628684,11.947071,11.948028,11.525788,11.526486,15,6,0
10.959208,11.749971,11.749325,11.435502,11.435619,11.280036,11.847441,11.846196,11.488842,11.488815,11.483008,11.897643,11.897904,11.509462,11.508876,11.621759,11.94508,11.950102,11.52697,11.526854,16,6,1
10.959961,11.74958,11.749385,11.435652,11.435606,11.288513,11.846641,11.848342,11.489054,11.489349,11.47226,11.901037,11.899658,11.509544,11.509132,11.629599,11.943575,11.954662,11.52692,11.525666,17,6,2
10.984628,11.771588,11.772105,11.455399,11.45553,11.308992,11.868685,11.868884,11.508131,11.507835,11.490314,11.921304,11.919271,11.5283,11.528261,11.639977,11.966246,11.970336,11.545107,11.545252,18,7,0
10.986854,11.772257,11.77175,11.45542,11.455404,11.316582,11.868346,11.869196,11.507984,11.508101,11.487373,11.92116,11.915642,11.528361,11.527927,11.622409,11.971823,11.971757,11.545422,11.544279,19,7,1
10.990068,11.771848,11.772346,11.455422,11.455523,11.306896,11.867186,11.867849,11.508296,11.508075,11.493878,11.921938,11.917735,11.527594,11.527605,11.64675,11.962009,11.971402,11.546376,11.545277,20,7,2
10.947762,11.745553,11.745373,11.432055,11.432087,11.287788,11.843513,11.845212,11.486955,11.486823,11.463877,11.900371,11.899924,11.508076,11.506856,11.626328,11.95145,11.950481,11.525282,11.526102,21,8,0
10.952981,11.745699,11.745248,11.432001,11.432105,11.278718,11.846067,11.844793,11.486345,11.487024,11.464914,11.898266,11.89905,11.507228,11.508052,11.622048,11.950634,11.949171,11.525313,11.524001,22,8,1
10.953536,11.745993,11.745501,11.43215,11.43209,11.289527,11.844799,11.842166,11.486869,11.487256,11.446967,11.895514,11.897245,11.507438,11.508286,11.620189,11.948077,11.949707,11.526674,11.525405,23,8,2
10.833866,11.656498,11.65705,11.357603,11.357635,11.213304,11.769895,11.768727,11.419919,11.420352,11.409427,11.826451,11.829619,11.444262,11.443142,11.594472,11.886985,11.889441,11.461689,11.464942,24,9,0
10.833394,11.656848,11.656651,11.357554,11.357571,11.226023,11.770756,11.768414,11.41974,11.419618,11.419965,11.825991,11.825087,11.443686,11.443476,11.586203,11.882851,11.889718,11.464647,11.464175,25,9,1
10.836884,11.656569,11.656774,11.357637,11.357621,11.209849,11.768256,11.767637,11.420312,11.419547,11.411659,11.831249,11.83247,11.44268,11.443411,11.576259,11.887576,11.888144,11.46332,11.463534,26,9,2
10.830223,11.650091,11.649956,11.348401,11.348318,11.189187,11.761562,11.761977,11.411486,11.411488,11.395541,11.822084,11.823714,11.435456,11.435048,11.561576,11.880959,11.877023,11.454546,11.453799,27,10,0
10.830892,11.649635,11.649585,11.348309,11.348374,11.190358,11.759348,11.759447,11.411417,11.411439,11.40537,11.818615,11.822639,11.435456,11.435946,11.578503,11.883883,11.878591,11.455956,11.454989,28,10,1
10.831649,11.649551,11.649874,11.348358,11.348252,11.193772,11.758615,11.761031,11.411555,11.411898,11.398288,11.819385,11.820694,11.435692,11.435108,11.551738,11.879604,11.883517,11.456055,11.454978,29,10,2
10.996785,11.777849,11.77803,11.460132,11.460091,11.309563,11.874453,11.872823,11.513025,11.512371,11.486744,11.923311,11.922325,11.532491,11.533339,11.627707,11.969572,11.978798,11.550243,11.549974,30,11,0
10.995984,11.778053,11.777658,11.460145,11.460069,11.327451,11.873513,11.872542,11.512697,11.512963,11.473959,11.923563,11.921524,11.532661,11.532957,11.627417,11.977065,11.969343,11.550641,11.549031,31,11,1
10.997343,11.77774,11.777965,11.460076,11.460125,11.303265,11.873679,11.870498,11.513063,11.512808,11.484464,11.923186,11.925994,11.53346,11.533295,11.644348,11.971289,11.973404,11.549839,11.550499,32,11,2
11.071709,11.836383,11.836534,11.509717,11.509584,11.36857,11.923772,11.925945,11.559136,11.558609,11.522039,11.969035,11.971642,11.577598,11.576975,11.651529,12.011745,12.017124,11.593358,11.59278,33,12,0
11.071935,11.836339,11.836771,11.509456,11.509574,11.366852,11.925241,11.923398,11.558722,11.558659,11.528914,11.970243,11.968765,11.577878,11.57657,11.667363,12.01784,12.016158,11.592703,11.593925,34,12,1
11.07041,11.836401,11.836472,11.509659,11.509635,11.361272,11.924293,11.9243,11.559058,11.559164,11.528219,11.964584,11.970243,11.577834,11.577861,11.662904,12.014553,12.012677,11.594353,11.593995,35,12,2
11.04343,11.811081,11.811191,11.485203,11.485184,11.338757,11.900519,11.900533,11.53485,11.535199,11.494197,11.946446,11.945467,11.553745,11.553289,11.642201,11.990154,11.99341,11.570394,11.56978,36,13,0
11.040744,11.81135,11.811313,11.485185,11.48507,11.349686,11.900636,11.892788,11.535603,11.535606,11.495834,11.944265,11.94856,11.554226,11.554086,11.64192,11.992325,11.990797,11.570064,11.570375,37,13,1
11.045474,11.810865,11.811055,11.485176,11.485155,11.34215,11.898315,11.899189,11.53517,11.535114,11.501178,11.945625,11.944569,11.554528,11.553999,11.632535,11.98943,11.997448,11.569749,11.570276,38,13,2
10.985915,11.761051,11.760752,11.438555,11.438559,11.29051,11.853891,11.853456,11.491702,11.49123,11.450086,11.90393,11.904823,11.510995,11.510982,11.600465,11.950301,11.945774,11.52884,11.528049,39,14,0
10.981637,11.760585,11.761349,11.438432,11.438511,11.291398,11.855189,11.853469,11.491279,11.491431,11.444892,11.904623,11.901471,11.511301,11.511378,11.617781,11.953381,11.950577,11.528865,11.528907,40,14,1
10.984977,11.761062,11.760887,11.438391,11.438515,11.289096,11.851431,11.85226,11.49165,11.491091,11.456277,11.904961,11.902971,11.511326,11.511672,11.608762,11.950358,11.947018,11.529217,11.527493,41,14,2
10.886075,11.674994,11.674689,11.359063,11.359071,11.203629,11.772314,11.774626,11.416622,11.416067,11.381295,11.82998,11.829551,11.43836,11.437218,11.518979,11.878929,11.879412,11.456269,11.455208,42,15,0
10.884082,11.674431,11.674655,11.358968,11.359074,11.203162,11.774654,11.774859,11.416199,11.416321,11.395222,11.828691,11.830472,11.437723,11.438731,11.544936,11.882094,11.880507,11.456429,11.456735,43,15,1
10.883067,11.674954,11.674809,11.358975,11.359069,11.227412,11.774006,11.773926,11.416528,11.41643,11.380039,11.825552,11.828251,11.43806,11.43855,11.546446,11.878251,11.877144,11.45675,11.457354,44,15,2
10.884514,11.677718,11.677185,11.363352,11.363387,11.195573,11.778434,11.774976,11.421849,11.42168,11.395499,11.831152,11.831508,11.443828,11.443367,11.550426,11.881259,11.884594,11.460935,11.461437,45,16,0
10.884189,11.677496,11.676935,11.363428,11.363329,11.214609,11.779191,11.778276,11.421471,11.421249,11.400163,11.83286,11.832349,11.442742,11.443556,11.557098,11.884678,11.886684,11.461575,11.461169,46,16,1
10.885516,11.67731,11.677927,11.363453,11.363482,11.208925,11.77893,11.775099,11.421301,11.421535,11.398156,11.83321,11.829379,11.443601,11.44311,11.561225,11.883657,11.881315,11.461188,11.461726,47,16,2
10.711823,11.539597,11.539378,11.239912,11.239939,11.097178,11.652055,11.654179,11.307448,11.308013,11.30178,11.713615,11.716339,11.333218,11.332821,11.44523,11.772992,11.764435,11.354218,11.353928,48,17,0
10.714058,11.53973,11.539369,11.239957,11.240016,11.08137,11.652511,11.653544,11.307384,11.307571,11.273073,11.717984,11.712132,11.332257,11.332179,11.459482,11.773261,11.77348,11.354651,11.354576,49,17,1
10.712306,11.53946,11.539599,11.23997,11.239891,11.086308,11.654347,11.655344,11.307921,11.307231,11.288344,11.714611,11.714419,11.332815,11.332886,11.45469,11.777925,11.771632,11.354412,11.355049,50,17,2
10.734876,11.558079,11.558391,11.259164,11.259052,11.103254,11.673722,11.673615,11.326367,11.326496,11.309979,11.732498,11.736126,11.35059,11.351255,11.478862,11.790507,11.790351,11.373357,11.372785,51,18,0
10.734459,11.558634,11.55837,11.259046,11.25907,11.116805,11.675781,11.669616,11.326349,11.326403,11.297011,11.739653,11.733865,11.351762,11.35092,11.486036,11.793753,11.791184,11.372349,11.372994,52,18,1
10.733603,11.558167,11.558516,11.25911,11.259102,11.12089,11.672011,11.672678,11.326559,11.326187,11.314801,11.733763,11.737811,11.351344,11.352189,11.487343,11.796106,11.792885,11.372197,11.372934,53,18,2
10.560329,11.436264,11.436492,11.156165,11.156244,11.001774,11.56914,11.570702,11.23526,11.235114,11.222034,11.643232,11.642731,11.26446,11.263094,11.415434,11.708357,11.70975,11.289835,11.288713,54,19,0
10.565193,11.436559,11.436729,11.156166,11.156294,10.994133,11.570522,11.569407,11.234904,11.235162,11.226514,11.644952,11.645141,11.264529,11.264404,11.433612,11.70778,11.710261,11.28926,11.288417,55,19,1
10.564435,11.436423,11.436097,11.15623,11.156148,10.996181,11.571627,11.567444,11.234732,11.235673,11.229659,11.645135,11.641267,11.264786,11.264174,11.423774,11.709422,11.704622,11.288679,11.289156,56,19,2
10.741682,11.574135,11.574179,11.27987,11.279879,11.125666,11.69313,11.691287,11.347526,11.346548,11.32498,11.756533,11.755824,11.372891,11.373036,11.510257,11.817457,11.814044,11.394709,11.393807,57,20,0
10.733544,11.574301,11.574494,11.279863,11.279758,11.136444,11.693419,11.694105,11.346813,11.347687,11.339439,11.761082,11.756163,11.37282,11.373411,11.504554,11.818905,11.813951,11.394251,11.394082,58,20,1
10.742542,11.573492,11.57436,11.279707,11.279879,11.131555,11.693235,11.690429,11.347376,11.347284,11.349209,11.755982,11.754566,11.372662,11.373638,11.516811,11.81669,11.814729,11.394158,11.393918,59,20,2
10.932423,11.719819,11.720387,11.405387,11.405393,11.262751,11.820509,11.822014,11.461631,11.461163,11.427427,11.869279,11.873574,11.481535,11.482333,11.57761,11.918056,11.918702,11.501023,11.500616,60,21,0
10.933242,11.719846,11.720635,11.405442,11.405437,11.263476,11.819363,11.820042,11.461869,11.461354,11.457623,11.875716,11.874737,11.4823,11.481739,11.569869,11.921894,11.921533,11.499488,11.500498,61,21,1
10.935704,11.72071,11.720062,11.405368,11.405397,11.275001,11.821102,11.822485,11.461561,11.46135,11.438894,11.872179,11.875628,11.481502,11.482792,11.581232,11.922262,11.923,11.500463,11.50066,62,21,2
10.830696,11.626833,11.626698,11.315856,11.31586,11.157701,11.729321,11.730861,11.375044,11.375402,11.332589,11.786033,11.784426,11.398006,11.397812,11.505382,11.836617,11.838983,11.416764,11.417722,63,22,0
10.829964,11.627044,11.626771,11.315928,11.315921,11.172736,11.729486,11.73074,11.375157,11.375277,11.352007,11.781235,11.785862,11.397453,11.397646,11.490677,11.840626,11.832598,11.416791,11.417619,64,22,1
10.830934,11.62718,11.627284,11.315907,11.315798,11.157899,11.730521,11.728328,11.375,11.375275,11.35758,11.785329,11.785102,11.397475,11.397237,11.496092,11.835746,11.841985,11.41674,11.416337,65,22,2
10.677805,11.503738,11.503345,11.200891,11.200873,11.039533,11.613969,11.610889,11.266311,11.266257,11.24839,11.672827,11.677968,11.290696,11.290608,11.413419,11.733892,11.732176,11.311399,11.311925,66,23,0
10.677335,11.503493,11.50425,11.200983,11.200869,11.041347,11.615371,11.613332,11.265681,11.265565,11.225519,11.673487,11.671649,11.291396,11.290161,11.419468,11.734952,11.736749,11.311272,11.309607,67,23,1
10.681895,11.503858,11.504071,11.20091,11.200891,11.037838,11.612802,11.614357,11.266065,11.26547,11.247085,11.67168,11.678378,11.290042,11.291391,11.413642,11.736072,11.726652,11.311893,11.311289,68,23,2
10.943719,11.724463,11.724269,11.403789,11.403734,11.259702,11.816921,11.815248,11.456326,11.456167,11.415546,11.862822,11.867064,11.476572,11.475938,11.56591,11.91648,11.916274,11.492895,11.493903,69,24,0
10.946908,11.72416,11.72406,11.403751,11.403818,11.254508,11.818065,11.814193,11.456573,11.455649,11.424297,11.86642,11.867331,11.476506,11.476315,11.569708,11.91555,11.913916,11.49338,11.492493,70,24,1
10.938884,11.724491,11.724588,11.4038,11.40377,11.254122,11.815968,11.818121,11.456332,11.456191,11.42433,11.867556,11.86657,11.476673,11.475378,11.559152,11.914987,11.915553,11.493986,11.49271,71,24,2
10.930233,11.717648,11.717489,11.399507,11.399561,11.24441,11.814715,11.810788,11.453471,11.45373,11.424134,11.86384,11.864135,11.474305,11.475174,11.577046,11.909486,11.916495,11.491742,11.491926,72,25,0
10.930426,11.717808,11.717404,11.399581,11.399566,11.247763,11.812141,11.815233,11.453663,11.453592,11.413576,11.862743,11.865698,11.47463,11.474895,11.539021,11.909261,11.918316,11.490857,11.491728,73,25,1
10.927516,11.717483,11.717937,11.399548,11.39964,11.236874,11.813228,11.811326,11.453526,11.453867,11.425556,11.867433,11.863654,11.474541,11.473347,11.581379,11.915086,11.912934,11.490651,11.491928,74,25,2
11.011309,11.786742,11.786299,11.463447,11.463422,11.307093,11.877374,11.877455,11.513343,11.513793,11.489636,11.924533,11.921666,11.532961,11.53284,11.622117,11.972415,11.962942,11.548577,11.547791,75,26,0
11.01399,11.786416,11.786505,11.463486,11.463351,11.303149,11.876192,11.877109,11.513301,11.513657,11.461025,11.925889,11.920174,11.532872,11.532681,11.619971,11.973935,11.959657,11.549206,11.547816,76,26,1
11.013439,11.786234,11.786503,11.463456,11.463388,11.318317,11.876509,11.87349,11.513172,11.513183,11.48263,11.919802,11.922029,11.532915,11.532431,11.62243,11.970458,11.973228,11.548507,11.549904,77,26,2
10.950534,11.735361,11.735211,11.416677,11.416813,11.259775,11.829365,11.827854,11.470172,11.470232,11.432914,11.876503,11.877845,11.489237,11.490481,11.567017,11.930141,11.929102,11.508487,11.507425,78,27,0
10.946575,11.735247,11.735339,11.41678,11.4168,11.264116,11.828058,11.829642,11.470122,11.469754,11.435401,11.881114,11.880828,11.489761,11.48967,11.593143,11.928382,11.927197,11.506891,11.50711,79,27,1
10.947674,11.73531,11.735312,11.416735,11.416803,11.263898,11.829584,11.828265,11.469587,11.469666,11.438865,11.876881,11.879816,11.489952,11.490446,11.588464,11.930745,11.92906,11.50721,11.506407,80,27,2
10.953122,11.74177,11.741385,11.426044,11.426021,11.265949,11.835321,11.837887,11.479016,11.478943,11.452175,11.887661,11.888576,11.499499,11.499484,11.607541,11.938343,11.938737,11.516666,11.515771,81,28,0
10.953506,11.742185,11.742023,11.425992,11.426001,11.281056,11.83896,11.837884,11.479601,11.478737,11.460628,11.888705,11.888061,11.498485,11.499724,11.611435,11.937472,11.943677,11.515068,11.516562,82,28,1
10.952966,11.742128,11.741763,11.42593,11.425951,11.271615,11.837261,11.838794,11.478562,11.47897,11.44599,11.89155,11.888576,11.499932,11.499201,11.60992,11.937717,11.938952,11.516464,11.515985,83,28,2
10.998096,11.778561,11.778972,11.460952,11.461014,11.304618,11.872181,11.872759,11.512746,11.512472,11.482045,11.923754,11.921808,11.532257,11.532123,11.634133,11.972169,11.970006,11.548967,11.5491,84,29,0
10.996006,11.778987,11.778199,11.46106,11.460999,11.304689,11.871931,11.871852,11.512366,11.512173,11.4848,11.924349,11.924069,11.532185,11.531868,11.622841,11.976382,11.969209,11.548872,11.548094,85,29,1
10.996819,11.778955,11.779112,11.460959,11.461003,11.317453,11.872347,11.87158,11.512384,11.512021,11.493601,11.921827,11.925762,11.531929,11.532621,11.631486,11.961885,11.969103,11.547568,11.548796,86,29,2
10.885013,11.698263,11.697727,11.393414,11.393378,11.249285,11.80318,11.804274,11.452621,11.452752,11.438741,11.859599,11.864241,11.475103,11.475093,11.608382,11.917591,11.913458,11.494283,11.494637,87,30,0
10.888519,11.697916,11.698294,11.393396,11.393425,11.229822,11.80449,11.804029,11.453069,11.45262,11.444639,11.864515,11.860096,11.475576,11.474973,11.599055,11.920845,11.920499,11.49539,11.493393,88,30,1
10.884959,11.698392,11.698156,11.393289,11.393356,11.247507,11.80497,11.803345,11.452754,11.452567,11.439446,11.863203,11.864154,11.475171,11.475489,11.587371,11.917176,11.906485,11.494946,11.494472,89,30,2
10.850373,11.665923,11.665673,11.364703,11.364785,11.219918,11.773144,11.772454,11.425378,11.425722,11.393696,11.833656,11.833209,11.448939,11.448177,11.595834,11.888186,11.890955,11.467592,11.468669,90,31,0
10.850745,11.666102,11.665586,11.364792,11.3648,11.211113,11.773205,11.776737,11.425503,11.425838,11.409222,11.832117,11.832787,11.448183,11.44949,11.562106,11.892362,11.889134,11.469436,11.467197,91,31,1
10.849763,11.665646,11.666084,11.364773,11.364726,11.220061,11.772262,11.775005,11.425468,11.425485,11.413683,11.8372,11.834746,11.448223,11.448283,11.579174,11.888779,11.891073,11.467581,11.468477,92,31,2
10.825042,11.645833,11.646075,11.345219,11.345225,11.204946,11.756211,11.753256,11.406302,11.406298,11.392784,11.815792,11.814296,11.429699,11.430043,11.54864,11.876031,11.868888,11.449168,11.450209,93,32,0
10.824484,11.645547,11.645492,11.345288,11.345282,11.191152,11.751056,11.754139,11.406236,11.406546,11.400064,11.812438,11.812099,11.429988,11.429322,11.570313,11.865772,11.871791,11.449757,11.450006,94,32,1
10.830382,11.646073,11.646174,11.345237,11.345304,11.186823,11.755352,11.75158,11.406821,11.406366,11.394166,11.815375,11.816658,11.429097,11.429091,11.561399,11.868343,11.871524,11.447936,11.448983,95,32,2
10.733625,11.567524,11.56791,11.272455,11.272411,11.105536,11.680283,11.681218,11.337212,11.33778,11.319145,11.741371,11.745777,11.362963,11.362535,11.499625,11.803752,11.802024,11.383814,11.383015,96,33,0
10.73365,11.567187,11.567208,11.272497,11.272508,11.098485,11.677945,11.679923,11.337917,11.337547,11.304321,11.739572,11.742489,11.361622,11.363004,11.509065,11.803316,11.800654,11.384274,11.384699,97,33,1
10.73073,11.567468,11.566735,11.272481,11.272473,11.108768,11.679047,11.680687,11.337712,11.337584,11.312309,11.744202,11.745123,11.361931,11.361872,11.493814,11.800879,11.802642,11.383322,11.382936,98,33,2
10.680051,11.519678,11.519317,11.223563,11.223524,11.039691,11.632485,11.631927,11.292063,11.291268,11.270622,11.695057,11.693049,11.317675,11.317609,11.424833,11.754578,11.758688,11.338198,11.338769,99,34,0
10.680642,11.519954,11.519703,11.223619,11.223593,11.052057,11.630633,11.632708,11.291911,11.292186,11.271494,11.693252,11.696888,11.316931,11.316834,11.439151,11.758541,11.753408,11.340688,11.339145,100,34,1
10.678829,11.519389,11.519892,11.223546,11.223522,11.04036,11.631452,11.632249,11.292369,11.29196,11.265829,11.69632,11.697232,11.31808,11.316138,11.455967,11.757632,11.757827,11.339349,11.338471,101,34,2
10.827152,11.636054,11.635717,11.328307,11.328218,11.171501,11.736817,11.738976,11.386762,11.386654,11.369869,11.790792,11.7987,11.408786,11.408834,11.52796,11.855407,11.849019,11.42753,11.42834,102,35,0
10.826266,11.635921,11.635434,11.328307,11.328235,11.180418,11.739928,11.739385,11.386293,11.386515,11.378036,11.79624,11.793159,11.409539,11.409081,11.524071,11.854034,11.847884,11.428216,11.426836,103,35,1
10.829499,11.635571,11.63579,11.328172,11.328293,11.169345,11.739642,11.738103,11.38678,11.386681,11.371758,11.792563,11.796995,11.409072,11.408912,11.520891,11.845667,11.84867,11.428272,11.427763,104,35,2
10.890804,11.681422,11.681531,11.364018,11.363962,11.211816,11.776007,11.770398,11.418466,11.418569,11.385807,11.824094,11.828031,11.439461,11.438986,11.518702,11.880989,11.875871,11.457221,11.456374,105,36,0
10.890363,11.681655,11.681691,11.364017,11.364019,11.204211,11.776121,11.777138,11.418199,11.418327,11.378383,11.828333,11.824577,11.438968,11.439338,11.537675,11.879448,11.879493,11.457254,11.457041,106,36,1
10.89239,11.681638,11.681442,11.364009,11.364052,11.211622,11.776775,11.770511,11.418515,11.418745,11.390839,11.826105,11.827512,11.439235,11.439016,11.550982,11.880523,11.875667,11.456422,11.45654,107,36,2
10.830276,11.625134,11.625277,11.311548,11.311515,11.15157,11.722655,11.725772,11.36832,11.368404,11.330575,11.776421,11.778173,11.390325,11.389739,11.488482,11.830392,11.833201,11.408335,11.408457,108,37,0
10.825224,11.625551,11.625241,11.311628,11.311568,11.158942,11.723586,11.726393,11.368538,11.368546,11.329581,11.777743,11.781514,11.389796,11.39047,11.507236,11.834355,11.827015,11.408727,11.408051,109,37,1
10.824715,11.625005,11.625501,11.311506,11.311544,11.16122,11.722946,11.720963,11.368269,11.368793,11.324292,11.783902,11.779812,11.390598,11.389849,11.508671,11.832101,11.830296,11.408809,11.409097,110,37,2
10.682038,11.504902,11.504788,11.201664,11.20165,11.021424,11.613726,11.610979,11.267944,11.267105,11.236578,11.673396,11.672173,11.293067,11.29278,11.402184,11.734452,11.734399,11.314553,11.314269,111,38,0
10.685012,11.505284,11.505193,11.201736,11.201661,11.019054,11.609498,11.61252,11.267655,11.267837,11.223789,11.675408,11.673504,11.292346,11.291498,11.412233,11.733934,11.730012,11.312943,11.313313,112,38,1
10.682103,11.504946,11.505097,11.201624,11.201637,11.025839,11.613317,11.609072,11.2683,11.267985,11.239518,11.672565,11.675624,11.291947,11.292922,11.414938,11.737846,11.731718,11.314111,11.313598,113,38,2
10.673685,11.504563,11.504416,11.204878,11.204857,11.034909,11.610352,11.614389,11.270787,11.270981,11.240237,11.676562,11.675039,11.295457,11.295854,11.413223,11.735098,11.733088,11.31657,11.316639,114,39,0
10.674671,11.504894,11.504713,11.20472,11.204932,11.025357,11.615209,11.614123,11.270812,11.270469,11.242204,11.676956,11.677211,11.294259,11.295075,11.422331,11.737589,11.738715,11.317429,11.316502,115,39,1
10.672984,11.504661,11.504633,11.20486,11.204789,11.028141,11.61632,11.61413,11.27013,11.27121,11.23839,11.679423,11.676228,11.295269,11.295843,11.417532,11.737429,11.736167,11.316568,11.315889,116,39,2
10.548157,11.399871,11.399919,11.108512,11.108514,10.924675,11.519028,11.520922,11.185471,11.18517,11.142495,11.58767,11.585197,11.213503,11.212934,11.336876,11.653153,11.650904,11.237823,11.238684,117,40,0
10.542272,11.400331,11.400235,11.10846,11.108525,10.930819,11.519456,11.519001,11.185537,11.185538,11.150816,11.593575,11.58833,11.214258,11.212376,11.341898,11.653305,11.647852,11.238567,11.237282,118,40,1
10.546092,11.39975,11.399159,11.108459,11.108473,10.921574,11.521305,11.521852,11.184892,11.185189,11.140656,11.589251,11.585529,11.21327,11.213615,11.348334,11.660261,11.658123,11.238108,11.238503,119,40,2
10.588945,11.427395,11.427321,11.12941,11.129342,10.958951,11.543485,11.544439,11.203506,11.20385,11.167514,11.608401,11.607941,11.2298,11.229725,11.351629,11.672727,11.670724,11.254388,11.254113,120,41,0
10.588087,11.426951,11.427683,11.129411,11.129308,10.953955,11.540957,11.541452,11.203393,11.203635,11.155801,11.606368,11.607949,11.23089,11.230905,11.360146,11.670382,11.671908,11.253824,11.254065,121,41,1
10.587988,11.427262,11.426584,11.129416,11.1293,10.945397,11.544258,11.5437,11.20339,11.202745,11.168843,11.609049,11.609209,11.229201,11.230562,11.337727,11.668693,11.672652,11.254364,11.254122,122,41,2
7.415792,9.289263,9.289075,9.134662,9.134655,8.432906,9.609747,9.610778,9.41785,9.418036,8.973402,9.737896,9.739456,9.501847,9.50122,9.426384,9.870224,9.875622,9.566457,9.567141,123,42,0
7.412265,9.289448,9.289344,9.134651,9.13468,8.389932,9.609831,9.610972,9.417807,9.417724,8.961803,9.737316,9.742032,9.501612,9.501456,9.378081,9.875966,9.873775,9.567207,9.567662,124,42,1
